OwnerUserId,VoteRatio_Python
1626,0.137931034
1630,0.050132928
1636,0.411764706
1638,0.025215252
1649,0.198979592
1650,0.005714286
1662,0.063380282
1665,0.006962025
1666,0.001764706
1667,0.053846154
1670,0.137996219
1679,0.01427372
1694,0.147190009
1702,0.008264463
1712,0.021108179
1714,0.041666667
1771,0.225165563
1782,0.000191461
1785,0.001861504
1786,0.005756579
1794,0.482638889
1816,0.020828346
1820,0.001846722
1821,0.015670554
1843,0.01056338
1849,0.050772627
1871,0.076923077
1876,0.033057851
1891,0.004016064
1892,0.095890411
1897,0.361972247
1912,0.085165934
1914,0.408450704
1915,0.017661901
1916,0.25
1925,0.071969697
1926,0.5
1934,0.029411765
1944,0.004158004
1951,0.005040323
1966,0.216
1968,0.005282271
1982,0.005698006
1996,0.02238806
2010,0.108938547
2019,0.265957447
2025,0.00669507
2044,0.006535948
2045,0.002021223
2077,0.052166477
2079,0.035031847
2109,0.113466334
2114,0.021857923
2118,0.004796163
2119,0.005333333
2128,0.112564407
2132,0.033950617
2147,0.043285489
2148,0.074074074
2153,0.15
2168,0.153846154
2172,0.000134753
2178,0.181818182
2183,0.101203501
2193,0.008547009
2197,0.020600858
2239,0.216763006
2242,0.24822695
2246,0.227637615
2260,0.084269663
2275,0.142454161
2283,0.020833333
2327,0.009745127
2346,0.2
2351,0.3
2354,0.023474178
2362,0.000622278
2363,0.01459854
2368,0.000566251
2386,0.171396141
2427,0.017045455
2454,0.003370787
2457,0.0781893
2462,0
2484,0.209723546
2491,0.066666667
2492,0.024096386
2494,0.032472939
2504,0.055062167
2509,0.021978022
2519,0.333333333
2555,0.207317073
2567,0.097959184
2572,0.457627119
2584,0.0625
2586,0.050632911
2592,0.274322169
2596,0.001380739
2598,0.026717557
2599,0.2
2600,0.048710602
2605,0.04109589
2606,0.25
2610,0.002994012
2627,0.014372163
2635,0.000790603
2637,0.022727273
2639,0.198675497
2652,0.034300792
2653,0.047309833
2661,0.186046512
2678,0.5
2679,0.48278124
2683,0.090909091
2696,0.155279503
2697,0.008316008
2701,0.006681514
2706,0.012820513
2759,0.005847953
2772,0.118644068
2786,0.200310078
2797,0.059760956
2811,0.0625
2815,0.038961039
2823,0.02173913
2831,0.001602564
2836,0.078947368
2841,0.056734317
2874,0.049723757
2892,0.051201672
2900,0.3
2901,0.010416667
2906,0.5
2908,0.070785597
2915,0.001080497
2933,0.053571429
2938,0.013381369
2942,0.009451796
2950,0.142857143
2954,0.00462963
2963,0.086956522
2971,0.007894737
2974,0.028493894
2979,0.5
2990,0.016528926
2999,0.215053763
3002,0.108006042
3009,0.01754386
3037,0
3045,0.150528885
3046,0.014234875
3051,0.034755134
3055,0.000690608
3056,0.065681445
3086,0.016091954
3105,0.039408867
3111,0.004195804
3117,0.294117647
3119,0.379844961
3122,0.003943218
3129,0.011494253
3146,0.01216545
3147,0.037037037
3153,0.004417131
3154,0.362962963
3171,0.228209192
3176,0.178571429
3189,0.121019108
3193,0.003412969
3205,0.041916168
3207,0.198368679
3208,0.009563887
3214,0.017857143
3215,0.181818182
3233,0.089108911
3238,0.044186047
3272,0.128205128
3279,0
3280,0.051282051
3287,0.047058824
3288,0.028571429
3295,0.00143472
3306,0.003476246
3314,0.00110957
3315,0.138519924
3326,0.227272727
3333,0.001383126
3343,0.113712375
3350,0.25
3355,0.227272727
3363,0.333333333
3373,0.080717489
3377,0.031914894
3397,0.043333333
3399,0.19826087
3401,0.004750594
3404,0.052238806
3406,0.044827586
3408,0.012115967
3414,0.06122449
3415,0.001890359
3421,0.027692308
3446,0.122683706
3458,0.054852321
3464,0.020356234
3467,0.001569859
3485,0.015473888
3497,0.489465154
3504,0.333333333
3506,0.045045045
3527,0.048192771
3528,0.029411765
3551,0.006535948
3561,0.023529412
3562,0.057377049
3565,0.000472367
3571,0.224489796
3573,0.333333333
3587,0.079391892
3594,0.121935056
3608,0.182539683
3634,0.320512821
3653,0.333333333
3673,0.11627907
3683,0.002617801
3691,0.236486486
3702,0.020833333
3712,0.001811594
3713,7.28E-05
3715,0.180392157
3734,0.005050505
3738,0.5
3751,0.006163328
3757,0.008270159
3778,0.004457652
3786,0.006451613
3788,0.025735294
3830,0.004709576
3834,0.023765144
3853,0.011363636
3855,0.25
3862,0.045454545
3880,0.454949944
3885,0.040650407
3887,0.006578947
3894,0.003257329
3912,0.1996337
3917,0.01
3935,0.285714286
3957,0.004188774
3966,0.004264392
3971,0.5
3999,0.026315789
4001,0.449799197
4023,0.001367054
4038,0.034896401
4066,0.005511329
4068,0.014423077
4072,0.2
4086,0.007936508
4105,0.023989034
4110,0.002599653
4118,-0.045454545
4131,0.179104478
4140,0.005543237
4166,0.37704918
4172,0.163687151
4177,0.006369427
4194,0.027370479
4198,0.5
4203,0.029099049
4223,0.028985507
4234,0.008110993
4249,0.006364749
4250,0.138888889
4264,0.006384677
4279,0.096605744
4285,0.442477876
4300,0.042553191
4316,0.020851951
4319,0.168350168
4321,0.009969325
4322,0.011816839
4323,0.033862434
4343,0.15921288
4378,0.042735043
4381,0.042671614
4397,0.044
4405,0.125
4418,0.000650618
4435,0.008902077
4454,0.013944223
4462,0.182389937
4468,0.017045455
4482,0.5
4491,0.118634089
4508,0.058365759
4513,0.004333694
4527,0.251655629
4558,0.333333333
4593,0.01787234
4594,0.023076923
4612,0.042713568
4642,0.07120743
4653,0.001942635
4662,0.020408163
4668,0.002001334
4678,0.282608696
4697,0.056666667
4702,0.051546392
4712,0.093333333
4714,0.097222222
4717,0.263157895
4737,0.078833693
4757,0.102040816
4761,0.036290323
4766,0.230413276
4786,0.039473684
4787,0.003667482
4794,0.045833333
4819,1
4828,0.004092072
4834,0.397142857
4857,0.000611247
4859,0.213114754
4872,0.127141969
4883,0.090328266
4890,0.003154574
4903,0.000489476
4904,0.375
4907,0.494356659
4910,0.000645995
4912,0.066666667
4913,0.035087719
4915,0.105069802
4919,0.5
4924,0.025764895
4931,0.005376344
4939,0.002564103
4946,0.040650407
4958,0.098039216
4960,0.03874092
4965,0.033742331
4966,0.139534884
4977,0.027096774
4985,0.092105263
4993,0.289962825
5056,0
5060,0.194444444
5077,0.015053763
5102,0.272727273
5112,0.065217391
5113,0.016914403
5142,0.009186352
5148,0.25
5169,0.168067227
5171,0.002427184
5178,0.044776119
5179,0.015
5181,0.16
5186,0.290909091
5190,0.027637034
5222,0.137309293
5246,0.00754717
5264,0.064935065
5274,0
5284,0.024856597
5287,0.08399546
5302,0.006125166
5304,0.08302583
5309,0.001752848
5324,0.104575163
5341,0.066176471
5342,0.365591398
5346,0.003450259
5349,0.031746032
5357,0.216216216
5363,0.007038123
5369,0.064102564
5377,0.139784946
5380,0.014427412
5397,0.095238095
5442,0.095238095
5454,0.020304569
5458,0.246478873
5475,0.063308688
5499,0.5
5536,0.166281755
5616,0.21559633
5624,0.187817259
5625,0.15
5630,0.001703578
5646,0.035483871
5663,0.421052632
5675,0.019637462
5695,0.2
5725,0.064
5726,0.037974684
5731,0.007874016
5739,0.018181818
5742,0.013100437
5798,0.005494505
5821,0.024657534
5853,0.003984064
5861,0.15478424
5865,0.005540166
5868,0.014184397
5883,0.22
5896,0.24143986
5921,0.044117647
5926,0.666666667
5933,0.166666667
5949,0.192307692
5962,0.02970297
5975,0.023059185
5978,0.02283105
5987,0.10835629
6007,0.138500635
6013,0.032749859
6053,0.181818182
6061,0.058823529
6063,0.041666667
6068,0.002776161
6083,0.16875
6084,0.006289308
6093,0.014109347
6159,0.333333333
6160,0.025210084
6163,0.5
6173,0.129151292
6193,0.001960784
6203,1
6209,0.051724138
6225,0.234567901
6236,0.001104972
6254,0.094488189
6264,0.006311993
6266,0.019005848
6267,0.333333333
6278,0.040669856
6306,0.234042553
6311,0.083333333
6328,0.017621145
6335,0.006150507
6356,0.109090909
6364,0.010416667
6367,0.006584362
6432,0.001251564
6460,0.036164844
6475,0.007407407
6488,0.052631579
6525,0.035087719
6527,0.743243243
6540,0.004792332
6583,0.002871913
6592,0.35
6610,0.001578532
6613,0.012903226
6637,0.018181818
6691,0.061983471
6714,0.047619048
6722,0.023681378
6759,0.425138632
6791,0.005050505
6811,0.183098592
6822,0.007083825
6833,0.038043478
6839,0.336538462
6844,0.005464481
6848,0.007518797
6899,0.200657895
6939,0.004357298
6946,0.250242014
6950,0.285714286
6984,0.215469613
7029,0.161290323
7049,0.006859756
7084,0.009940358
7122,0.234944869
7136,0.029279279
7161,0.048780488
7165,0.5
7167,0.25
7205,0.038511749
7223,0.14
7224,0.056470588
7241,0.001092896
7255,0.263157895
7305,0.093167702
7315,0.004310345
7341,0.007025761
7355,0.017241379
7376,0.122699387
7407,0.028938907
7415,0.066666667
7432,0.253846154
7437,0.277227723
7442,0.001156069
7486,0.136363636
7488,0.067567568
7507,0.00591716
7532,0.005259698
7536,0.352941176
7574,0.161290323
7581,0.11626388
7587,0.009259259
7598,0.006809339
7603,0.175
7648,0.005830904
7650,0.261363636
7666,0
7679,0.015822785
7685,0.064516129
7700,0.133333333
7706,0.013333333
7717,0.068965517
7735,0.046181172
7743,0.078455791
7759,0.018461538
7779,0.190082645
7782,0.226415094
7806,0.033519553
7813,0.052631579
7820,0.127659574
7847,0.033333333
7851,0.034682081
7856,0.094186047
7864,0.211538462
7883,0.03954523
7891,0.024071527
7894,0.032116788
7918,0.117533719
7949,0.072580645
7965,0.074211503
7979,0.010638298
8002,0.12195122
8005,0.102490421
8014,0.231543624
8024,0.140065147
8027,0.029411765
8047,0.002596789
8092,0.012269939
8123,0.012875536
8127,0.031434185
8163,0.013043478
8169,0.019138756
8203,0.063070539
8206,0.225724804
8207,0.115724382
8239,0.055555556
8240,0.196261682
8247,0.287356322
8252,0.007692308
8297,0.333333333
8324,0.5
8345,0.041450777
8359,0.062176166
8368,0.005277045
8369,0.222222222
8372,0.066666667
8418,0.034334764
8420,0.5
8450,0.018845701
8453,0.103092784
8458,0.149812734
8478,-0.015873016
8482,0.07150838
8484,0.027027027
8507,0.064748201
8508,0.096846847
8516,0.03084223
8522,0.018348624
8531,0.052631579
8548,0.5
8565,0.4
8585,0.5
8588,0.048387097
8611,0.001848429
8638,0.253807107
8659,0.205128205
8661,0.00990099
8669,0.333333333
8675,0.222222222
8676,0.071428571
8677,0.000853242
8679,0.333333333
8683,0.003926702
8710,0.090909091
8717,0.035087719
8786,0.003929273
8787,0
8804,0.127777778
8825,0.030701754
8835,0.300239234
8918,0.005376344
8925,0.035087719
8945,0.00445236
8954,0.000344471
8965,0.023474178
8973,0.001879699
8992,0.176470588
8999,0.002386635
9021,0.000380749
9047,0.135135135
9056,0.009009009
9077,0.013986014
9082,0.012345679
9083,0.5
9094,0.2
9099,0.14084507
9106,0.116666667
9127,0.5
9128,0.018442623
9133,0.25
9137,0.072796935
9157,0.125
9161,0.285714286
9188,0.5
9193,0.086956522
9204,0.002253098
9232,0.008915305
9241,0.229411765
9276,0.12
9296,0.124497992
9310,0.333333333
9328,0.021021021
9338,0.333333333
9394,0.038461538
9399,1
9401,0.001390821
9403,0.011226252
9414,0.012048193
9418,0.038461538
9435,0.202850877
9440,0.096866097
9479,0.029023747
9484,0.032786885
9510,0.06
9530,0.007506255
9535,0.000746826
9567,0.004926108
9585,0.174157303
9589,0.233333333
9611,0.027668952
9622,0.048192771
9634,0.051282051
9642,0.000729927
9645,0.034482759
9648,0.008241758
9677,0
9686,0.075
9774,0.004975124
9777,0.021818182
9789,0.225252525
9812,0.5
9822,0.123579545
9835,0.150943396
9859,0.001909126
9871,0.004255319
9878,0.25
9908,0.055508831
9931,0.014234875
9940,0.162610619
9941,0.095744681
9947,0.005988024
9951,0.144664272
9974,0.038674033
9979,0.163793103
9990,0.008210181
10026,0.012232416
10040,0.145320197
10077,0.007168459
10093,0.117797695
10096,0.333333333
10098,0.008344924
10116,0.002518892
10135,0.002724796
10160,0
10171,0.00990099
10176,0.056218058
10232,0.042553191
10235,0
10242,0.184210526
10264,0.097560976
10272,0.090588235
10286,0.416893733
10289,0.2
10293,0.187134503
10393,0.017059301
10396,0.001189061
10428,0.068627451
10452,0.026315789
10468,0.034848485
10471,0.219954649
10522,0.003468208
10559,0.025964912
10562,0.171428571
10569,0.274864376
10577,0.177570093
10583,0.115060804
10601,0.134615385
10608,0.02244389
10612,0.044776119
10631,0.003305785
10636,0.058823529
10654,0.012345679
10658,0.081081081
10660,0.25
10661,0.156160458
10668,0.333333333
10669,0.103448276
10675,0.000537924
10680,0.002132196
10708,0.152992603
10710,0.25
10728,0.084573218
10738,0.073260073
10751,0.1875
10774,0.00486618
10814,0.079295154
10817,0.333333333
10825,0.069767442
10840,0.173913043
10897,0.004324324
10942,0.004123711
11043,0.192307692
11065,0.111111111
11069,0.036956522
11110,0.002227171
11123,0.010188088
11125,0.039490446
11176,0.100840336
11194,0.006369427
11208,0.008944544
11212,0.002941176
11234,0.006060606
11236,0.004416488
11238,0.000790514
11256,0.000996016
11260,0.125
11265,0.033898305
11301,0.065616798
11324,0.298994975
11339,0.00665779
11361,0.010111223
11372,0.636363636
11414,0.012562814
11439,0.005494505
11440,0.078125
11452,0.232599119
11464,0.00260078
11465,0.036253776
11470,-0.011904762
11481,0.166666667
11498,0.2
11507,0.020989505
11515,0.085399449
11522,0.167457306
11527,0.159942363
11542,0.04
11545,0.01406564
11563,0.123076923
11571,0.014705882
11575,0.051599587
11589,0.053608247
11596,0.178125
11617,0.170022371
11618,0.026200873
11666,0.229591837
11674,0.181818182
11677,0.274151436
11687,0.07712766
11688,0.035812672
11708,0.001243781
11722,0.078651685
11730,0.25
11758,0.00907441
11760,0.098360656
11773,0.152439024
11827,0.056082148
11828,0.051136364
11884,0.086956522
11886,0.012269939
11895,0.0703125
11928,0.027027027
11992,0.41
12008,0.214285714
12030,0.104381443
12113,0.004398827
12126,0.21875
12138,0.067901235
12166,0.3
12193,0.013283741
12218,0.142857143
12344,0.095890411
12345,0.25
12360,0.025
12386,0.023608769
12388,0.099472494
12398,0.248263889
12419,0.227272727
12458,0.013923014
12460,0.003012048
12534,0.072164948
12624,0.020491803
12649,0.012145749
12650,0.197530864
12663,0.014851485
12682,0.109090909
12754,0.333333333
12779,0.240196078
12785,0.147560976
12799,0.158940397
12828,0.002949853
12854,0.058823529
12855,0.291465378
12870,0.045675313
12892,0.228571429
12930,0.258706468
12948,0.001230012
12981,0.066037736
12982,0.470588235
12983,0.055241836
13005,0.09556314
13007,0
13009,0.126807
13036,0.023809524
13049,0.333333333
13050,1
13055,0.248852626
13099,0.149350649
13121,0.028571429
13136,0.015437393
13187,0.016216216
13202,0.283950617
13203,0.44
13227,0.016056759
13238,0.00567721
13257,0.037037037
13260,0.2
13271,0.04954955
13289,0.146666667
13293,0.014492754
13295,0.007677543
13356,0.006825939
13380,0.169811321
13390,0.113821138
13402,0.271685761
13430,0.005763689
13436,0.018786127
13440,0.007575758
13442,0.00101626
13459,0.637037037
13480,0.050119332
13523,0.025941423
13543,0.04850214
13552,0.026286966
13562,0.006802721
13564,0.068862275
13565,0.181021898
13604,0.040139616
13618,0.226190476
13635,0.141732283
13667,0.234042553
13668,0.25
13760,0.04
13778,0.115979381
13787,0.155555556
13803,0.010989011
13816,0.161971831
13820,0.02189781
13868,0.18627451
13871,0.074074074
13876,0.272727273
13895,0.013404826
13913,0.000717103
13969,0.033613445
13986,0.084507042
13989,0.006808065
13990,0.02994012
13992,0.15234375
13996,0.307692308
14006,0.167808219
14013,0.038869258
14028,0.188679245
14044,0.5
14059,0.017751479
14069,0.000668673
14091,0.068181818
14102,0.46653144
14106,0.175
14107,0.095238095
14122,0.01459854
14139,0.145429363
14167,0.032786885
14191,0.007692308
14193,0.008595989
14250,0.006578947
14260,0.053731343
14262,0.369791667
14302,0.006741573
14322,0.086956522
14337,0.052631579
14343,0.188700565
14351,0.244897959
14382,0.208333333
14391,0.333333333
14420,0.189732143
14443,0.041551247
14481,0.006772009
14520,0.217391304
14540,0.021108179
14555,0.381048387
14558,0.071428571
14621,0.025210084
14637,0.006998765
14648,0.197889182
14664,0.045045045
14716,0.091346154
14723,0.225
14732,0.164179104
14739,0.075268817
14744,0.024867509
14752,0.182905983
14799,0.862745098
14803,0.012345679
14838,0.222689076
14860,0.010273973
14902,0.07063197
14955,0.002902156
14981,0.026548673
15004,0.223642173
15055,0.100157233
15061,0.425925926
15064,0.153846154
15073,0.333333333
15109,0.138743455
15154,0.313043478
15173,0
15175,0.333333333
15187,0.016678753
15244,0.032608696
15245,0.024630542
15250,0.273972603
15255,0.00286533
15274,0.007633588
15297,0.024539877
15304,0.029411765
15307,0.114285714
15323,0.041062802
15369,0.063250231
15371,0.001002674
15394,0.002105263
15401,0.104545455
15441,0.003046127
15461,0.321828358
15537,0.022960725
15539,0.043103448
15570,0.011049724
15595,0.050420168
15616,0.30744205
15622,0.020134228
15625,0.068627451
15649,0.001228501
15656,0.016666667
15676,0.2
15677,0.176811594
15682,0.364779874
15687,0.072463768
15720,0.130434783
15721,0.036770378
15770,0.108108108
15780,0.333333333
15791,0.333333333
15815,0.111111111
15842,0.19088017
15852,0.00973236
15880,0.236363636
15884,0.004484305
15890,0.147058824
15894,-0.02
15908,0.010016694
15931,0.152777778
15947,0.003220612
15958,0.080291971
15963,0.631578947
15987,0.03125
15992,0.069738481
16034,0.02293578
16035,0.090909091
16047,0.151515152
16056,0.25
16070,0.736196319
16144,0.5
16148,0.430973451
16163,0.129770992
16185,0.023501763
16204,0.007042254
16239,0.15
16282,0.222222222
16313,0.044117647
16316,0.043478261
16327,0.333333333
16342,0.238095238
16345,0
16363,0.14137931
16417,0.036040146
16432,0.038022814
16476,0.005235602
16511,0.021333333
16513,0.245231608
16524,0.008645533
16584,0.215919488
16587,0.0125
16590,0.11627907
16609,0.038961039
16628,0.015132409
16645,0
16720,0.041666667
16727,0.333333333
16738,0.363636364
16744,0.001308044
16783,0.2
16822,0.127659574
16838,0.013937282
16873,0.001579779
16959,0.00297619
16974,0.003980404
16976,0.243902439
17009,0.024
17017,0.322164948
17085,0.242785445
17160,0.353932584
17171,0.117647059
17176,0.007741935
17205,0.011111111
17209,0.044444444
17211,0.001768868
17212,0.001727116
17221,0.135678392
17324,0.023890785
17349,0.2
17451,-0.666666667
17453,0.050788091
17457,0.169811321
17469,0.001520913
17489,0.25
17493,0.140243902
17498,0.224105461
17500,0.00811124
17507,0.185286104
17523,0.240625
17583,0.006666667
17663,0.028169014
17675,0.002440215
17693,0.26429187
17708,0.175
17716,0.06
17732,0.185074627
17744,0.000514668
17783,0.5
17860,0.167979003
17865,0.01081239
17884,0.230769231
17891,0.064516129
17902,0.00617284
17911,0.210300429
17916,0.109289617
17925,0.087248322
17932,0.111111111
17965,0.015239096
18044,0.034482759
18091,0.004608295
18097,0.005079826
18138,0.378378378
18149,0.00093633
18167,0.018617021
18196,0.005835544
18243,0.12398374
18265,0.009404389
18297,0.010582011
18300,0.23515493
18308,0.030075188
18309,0.009159034
18310,0.195652174
18338,0.103773585
18349,0.007633588
18388,0.070422535
18402,0.105532787
18406,0.016949153
18446,0.191392978
18480,0.066666667
18494,0.113553114
18501,0.026666667
18515,0.223880597
18542,0.006289308
18573,0.012755102
18626,0.00877193
18648,0.173076923
18657,0.008064516
18658,0.001715266
18664,0.000297089
18673,0.104627767
18676,0.288546256
18745,0.033333333
18763,0.152777778
18770,0.165644172
18775,0.013192612
18811,0.033454545
18852,0.287356322
18853,0.004451039
18866,0.260115607
18909,0.234629295
18926,0.000856898
18950,0.145673604
18992,0.030434783
19021,0.333333333
19031,0.041666667
19067,0.142857143
19074,0.027987561
19082,0.029850746
19097,0.265625
19125,0.073170732
19155,0.075
19166,0.318681319
19175,0.111111111
19207,0.219135802
19212,0.124714829
19215,0.275167785
19370,0.026548673
19391,0.081730769
19403,0.060371517
19410,0.018707015
19435,0.224390244
19470,0.043189369
19477,0.14893617
19489,0.090909091
19490,0.003208556
19501,0.000590667
19511,0.25
19512,0.432835821
19521,0.002306805
19556,0.25
19564,0.068965517
19584,0.087591241
19607,0.111111111
19687,0.072847682
19731,0.24516129
19741,0.333333333
19745,0.096014493
19753,0.045454545
19759,0.04
19784,0.016752577
19808,0.00887574
19863,0.01142355
19897,0.275862069
19922,0.098166127
19929,0.010996335
19956,0.006711409
19977,0
19990,0.145614035
20003,0.079245283
20006,-0.114285714
20010,0.021770682
20037,0.226495726
20038,0.083333333
20067,0.046025105
20078,0.208333333
20089,0.018348624
20133,0.024020888
20134,0.011029412
20146,0.042553191
20198,0.075757576
20211,0.467336683
20226,0.043269231
20247,0.073099415
20249,0.180327869
20261,0.04673913
20267,0.168067227
20300,0
20305,0.008235294
20310,0.083032491
20314,0.313559322
20321,0.02919708
20330,0.105263158
20336,0.116931022
20365,0.298245614
20367,0.044444444
20382,0.012345679
20394,0.003412969
20497,0.173076923
20498,0.125555556
20510,0.172932331
20545,0.170731707
20550,0.044776119
20570,0.150684932
20572,0.037209302
20578,0.062378798
20588,0.087719298
20601,0.271726535
20646,0.239057239
20654,0.020917679
20670,0.164473684
20672,0.25477707
20683,0.095934959
20712,0.096573209
20723,0.103896104
20745,0.00390117
20774,0.019420059
20789,0.112033195
20790,0.1
20794,0.409090909
20816,0.007863696
20824,0.131578947
20840,0.14953271
20842,0.2
20856,0.027777778
20860,0.022008253
20862,0.242990654
20879,0.11550152
20883,0.24
20885,0.2
20894,0
20941,0.051383399
20954,0.2
20955,0.124183007
20972,0.030660377
20999,0.124031008
21000,0.166666667
21009,0.015503876
21029,0.256410256
21152,0.270588235
21185,0
21240,0.030120482
21245,0.251071123
21317,0.094165814
21369,0.047619048
21384,0.301843318
21388,0.062962963
21420,0.038461538
21424,0.069306931
21426,0.04964539
21450,0.25
21456,0.002994012
21473,0.001113586
21475,0.051434224
21480,0.277777778
21482,0.00856898
21537,0.071278826
21544,0.142857143
21580,0.25
21586,0.00922722
21640,0.123039807
21674,1
21691,0.003649635
21698,0.016393443
21711,0.126728111
21714,0.25
21716,0.118811881
21778,0.077227723
21853,0.106870229
21885,0.2
21906,0.013422819
21932,0.108597285
21973,0.008130081
21998,0.090909091
22035,0.222222222
22042,0.005
22046,0.001769912
22076,0.011399371
22158,0.02173913
22176,0.210526316
22185,0.068181818
22244,0.02962963
22247,0.002364066
22306,0.26123302
22312,0.071428571
22325,0.01793722
22360,0
22364,0.085106383
22371,0.012195122
22404,0.202380952
22424,0.040816327
22452,0.005390836
22459,0.002877698
22468,0.071146245
22470,0.001926782
22491,0.198830409
22517,0.044303797
22556,0.013927577
22562,0.025773196
22586,-0.076923077
22595,0.022801303
22610,0.208333333
22623,0.030732861
22668,0.115702479
22702,0.269858542
22724,0.058282209
22763,0.088888889
22834,0.333333333
22847,1
22893,0.666666667
22895,0.4
22897,0.255434783
22931,0.009174312
22946,0.015873016
22996,0.00117801
23002,0.23
23023,0.199430199
23028,-0.006651885
23034,0.028806584
23051,0.040540541
23072,0.035394933
23080,0.006060606
23109,0.02745098
23113,0
23126,0.011444921
23191,0.083333333
23222,0.052
23253,0.5
23309,0.090564448
23327,0.067615658
23335,0.019900498
23339,0.000851426
23366,0.338345865
23402,0.166666667
23423,0.173387097
23427,0
23447,0.012893983
23457,0.375
23553,0.130952381
23571,0.003460208
23582,0.111111111
23597,0.024691358
23599,0.323076923
23609,0.089285714
23610,0.119047619
23643,0.01951017
23648,0.131578947
23649,0.005434783
23657,0.257936508
23681,0.001160093
23695,0.061051005
23712,0.2
23744,0.021818182
23786,0.438596491
23822,0.021338912
23845,0.041497976
23903,0.033249861
23972,0.257142857
23977,0.010869565
23982,0.333333333
24039,0.198453608
24046,0.004651163
24054,0.026584867
24059,0.260736196
24094,0.162162162
24165,0.009070295
24198,0.00625
24208,0.082352941
24215,0.005787316
24283,0.021357742
24355,0.01369863
24376,0.0875
24382,0.072727273
24391,0.006477733
24443,0.013888889
24459,0.00297619
24478,1
24489,0.311111111
24508,0.002229654
24530,0.436619718
24545,0.039199098
24587,0.199288256
24588,0.026666667
24608,0.090517241
24630,0.195945946
24638,0.253521127
24644,-0.019417476
24654,0.4
24718,0.250539957
24730,0.142857143
24798,0.255102041
24802,0.008438819
24813,0.00286533
24841,0.004424779
24874,0.001235585
24879,0.113846154
24894,0.064189189
24895,0.416666667
24907,0.333333333
24918,0.142857143
24920,0.051724138
24946,0.001278772
24949,0.040860215
24953,0.333333333
24998,0.050541516
25012,0.066361556
25014,0.016666667
25050,0.064788732
25066,0.01754386
25077,0.123809524
25083,0.188888889
25097,0.048309179
25102,0.045454545
25124,0.003599712
25143,0.067741935
25149,0.016129032
25188,0.130331754
25205,0.111111111
25216,0.001098901
25222,0.018691589
25274,0.2
25276,0.058394161
25282,0.017003188
25285,0.129032258
25287,0.265306122
25305,0.046511628
