Id,PostId,IsAnonymous,VoteTypeId,CreationDate
"53","6363534","True","3","2011-07-15 07:08:45"
"54","1422218","False","2","2011-07-15 07:08:53"
"55","3426247","False","2","2011-07-15 07:09:00"
"56","3426832","False","2","2011-07-15 07:09:09"
"57","6703632","False","2","2011-07-15 07:09:19"
"58","2656683","True","2","2011-07-15 07:09:22"
"59","6702775","True","2","2011-07-15 07:09:24"
"60","2124684","True","3","2011-07-15 07:09:26"
"61","5611365","False","2","2011-07-15 07:09:29"
"62","6464035","True","3","2011-07-15 07:09:29"
"63","4956870","True","2","2011-07-15 07:09:30"
"64","4383335","False","2","2011-07-15 07:09:39"
"65","4750856","True","3","2011-07-15 07:09:42"
"66","5007203","True","2","2011-07-15 07:09:55"
"67","6674001","False","2","2011-07-15 07:10:02"
"68","2620964","True","2","2011-07-15 07:10:06"
"69","6290431","False","2","2011-07-15 07:10:10"
"78","3753089","True","2","2011-07-15 07:10:28"
"79","6700594","False","3","2011-07-15 07:10:28"
"80","6011032","True","2","2011-07-15 07:10:37"
"81","4451356","True","2","2011-07-15 07:10:38"
"82","6703318","False","2","2011-07-15 07:10:40"
"83","4014579","True","2","2011-07-15 07:10:43"
"84","1876654","True","2","2011-07-15 07:10:45"
"85","1179885","True","2","2011-07-15 07:10:48"
"86","1179846","True","2","2011-07-15 07:10:51"
"88","1179894","True","2","2011-07-15 07:10:53"
"89","98650","True","2","2011-07-15 07:10:56"
"90","6675197","False","2","2011-07-15 07:10:59"
"91","6690489","False","2","2011-07-15 07:11:03"
"92","309110","True","3","2011-07-15 07:11:03"
"93","309050","True","3","2011-07-15 07:11:09"
"94","309133","True","2","2011-07-15 07:11:11"
"95","191318","True","3","2011-07-15 07:11:12"
"96","309014","True","3","2011-07-15 07:11:16"
"97","6703694","False","2","2011-07-15 07:11:26"
"98","6702809","False","2","2011-07-15 07:11:28"
"99","5628013","True","3","2011-07-15 07:11:33"
"100","6288421","True","3","2011-07-15 07:11:55"
"101","5142375","True","3","2011-07-15 07:12:07"
"102","502384","True","2","2011-07-15 07:12:08"
"103","5421650","True","2","2011-07-15 07:12:27"
"104","204021","True","2","2011-07-15 07:12:38"
"105","2313205","False","2","2011-07-15 07:12:56"
"106","711615","True","3","2011-07-15 07:13:01"
"107","711693","True","2","2011-07-15 07:13:08"
"108","6703668","False","3","2011-07-15 07:13:23"
"109","2804818","True","2","2011-07-15 07:13:31"
"110","4770672","True","3","2011-07-15 07:13:33"
"111","470181","True","3","2011-07-15 07:13:48"
"112","6629586","True","2","2011-07-15 07:13:52"
"113","37222","False","2","2011-07-15 07:14:07"
"114","6621352","True","3","2011-07-15 07:14:12"
"115","5786799","True","3","2011-07-15 07:14:27"
"116","2006298","True","3","2011-07-15 07:14:31"
"117","362970","True","2","2011-07-15 07:14:31"
"118","2467360","True","2","2011-07-15 07:14:34"
"119","1092120","True","2","2011-07-15 07:14:46"
"120","1378309","True","3","2011-07-15 07:14:47"
"121","6703730","False","2","2011-07-15 07:14:51"
"122","2973355","True","2","2011-07-15 07:14:54"
"123","6692124","False","2","2011-07-15 07:15:03"
"124","1216122","True","3","2011-07-15 07:15:10"
"125","231345","True","2","2011-07-15 07:15:11"
"126","1093188","True","2","2011-07-15 07:15:21"
"128","189989","True","2","2011-07-15 07:15:23"
"129","3652182","True","2","2011-07-15 07:15:24"
"130","1191365","True","2","2011-07-15 07:15:29"
"131","1216050","True","3","2011-07-15 07:15:34"
"132","3686777","True","2","2011-07-15 07:15:47"
"133","123518","True","2","2011-07-15 07:15:49"
"134","6696991","False","2","2011-07-15 07:15:49"
"135","1209013","True","3","2011-07-15 07:15:58"
"136","195044","True","2","2011-07-15 07:16:37"
"137","3652206","False","2","2011-07-15 07:16:41"
"138","5801990","True","2","2011-07-15 07:16:53"
"139","1179778","True","2","2011-07-15 07:16:57"
"140","4037283","True","2","2011-07-15 07:16:58"
"141","1179780","True","2","2011-07-15 07:17:00"
"142","496421","True","2","2011-07-15 07:17:04"
"143","4833116","True","3","2011-07-15 07:17:05"
"144","2036816","False","2","2011-07-15 07:17:05"
"145","1179758","True","2","2011-07-15 07:17:14"
"146","2036746","False","2","2011-07-15 07:17:16"
"147","2036654","False","2","2011-07-15 07:17:25"
"148","3939617","True","3","2011-07-15 07:17:28"
"149","4124210","True","2","2011-07-15 07:17:28"
"150","195075","True","3","2011-07-15 07:17:33"
"151","4577326","True","2","2011-07-15 07:17:34"
"152","4124225","True","2","2011-07-15 07:17:35"
"153","397161","True","2","2011-07-15 07:17:51"
"154","195054","True","2","2011-07-15 07:18:06"
"155","5349889","True","2","2011-07-15 07:18:14"
"156","195392","True","3","2011-07-15 07:18:15"
"157","1688972","True","2","2011-07-15 07:18:23"
"158","1688860","True","2","2011-07-15 07:18:31"
"159","1689731","True","2","2011-07-15 07:18:33"
"160","5443945","True","2","2011-07-15 07:18:34"
"161","5789972","True","2","2011-07-15 07:18:36"
"162","1687326","True","2","2011-07-15 07:18:38"
"164","5803524","True","2","2011-07-15 07:18:39"
"165","5119631","True","2","2011-07-15 07:18:45"
"167","336310","False","2","2011-07-15 07:19:01"
"169","752904","True","2","2011-07-15 07:19:04"
"170","3137649","True","3","2011-07-15 07:19:20"
"171","4129381","True","3","2011-07-15 07:19:42"
"172","5641360","False","2","2011-07-15 07:19:46"
"173","6303793","False","2","2011-07-15 07:19:50"
"174","1530026","True","3","2011-07-15 07:19:56"
"175","1519885","False","2","2011-07-15 07:20:03"
"176","3868315","True","2","2011-07-15 07:20:06"
"177","1519915","False","2","2011-07-15 07:20:09"
"178","156289","True","3","2011-07-15 07:20:27"
"179","1212115","True","2","2011-07-15 07:20:49"
"180","315490","True","2","2011-07-15 07:20:49"
"181","6304512","False","2","2011-07-15 07:20:50"
"182","5989314","True","3","2011-07-15 07:20:51"
"184","5272364","True","3","2011-07-15 07:20:54"
"185","6576155","True","2","2011-07-15 07:20:56"
"186","2848604","True","2","2011-07-15 07:20:59"
"187","3215446","True","2","2011-07-15 07:21:04"
"188","6702319","True","2","2011-07-15 07:21:04"
"189","5272592","True","3","2011-07-15 07:21:05"
"191","316316","True","3","2011-07-15 07:21:14"
"192","2735350","True","3","2011-07-15 07:21:20"
"193","6634216","True","3","2011-07-15 07:21:20"
"194","5830873","False","2","2011-07-15 07:21:26"
"195","6576644","True","2","2011-07-15 07:21:28"
"196","3496381","True","3","2011-07-15 07:21:44"
"197","3410781","True","3","2011-07-15 07:21:48"
"198","6641073","True","2","2011-07-15 07:22:08"
"200","6293340","False","2","2011-07-15 07:22:20"
"201","3245249","False","3","2011-07-15 07:22:21"
"202","6017341","True","2","2011-07-15 07:22:27"
"203","6695422","False","2","2011-07-15 07:22:28"
"204","4540206","True","3","2011-07-15 07:22:31"
"206","6702306","True","2","2011-07-15 07:22:34"
"207","2122382","True","3","2011-07-15 07:22:37"
"208","4195810","True","2","2011-07-15 07:22:39"
"210","4782347","True","3","2011-07-15 07:22:45"
"211","2206858","True","2","2011-07-15 07:22:46"
"212","867485","True","2","2011-07-15 07:22:48"
"213","2746834","True","2","2011-07-15 07:22:49"
"215","1992874","True","3","2011-07-15 07:22:55"
"216","2315051","True","2","2011-07-15 07:23:06"
"217","1384563","True","2","2011-07-15 07:23:11"
"218","2041954","True","2","2011-07-15 07:23:11"
"219","2075070","True","2","2011-07-15 07:23:16"
"221","2017584","True","2","2011-07-15 07:23:19"
"222","6693563","False","3","2011-07-15 07:23:22"
"223","6542880","True","2","2011-07-15 07:23:25"
"224","5457244","True","2","2011-07-15 07:23:31"
"225","280119","True","2","2011-07-15 07:23:32"
"226","6693630","False","3","2011-07-15 07:23:35"
"227","2199551","True","3","2011-07-15 07:23:38"
"229","2391217","False","2","2011-07-15 07:23:43"
"230","3550425","True","3","2011-07-15 07:23:50"
"231","361827","True","2","2011-07-15 07:23:52"
"232","6700013","False","2","2011-07-15 07:23:54"
"233","3511419","True","3","2011-07-15 07:23:57"
"234","3511372","True","3","2011-07-15 07:24:01"
"235","3550478","True","3","2011-07-15 07:24:02"
"236","3511345","True","3","2011-07-15 07:24:04"
"237","3511397","True","3","2011-07-15 07:24:07"
"238","280121","True","2","2011-07-15 07:24:07"
"240","901571","False","2","2011-07-15 07:24:14"
"241","6703760","False","2","2011-07-15 07:24:15"
"242","5640004","True","3","2011-07-15 07:24:17"
"243","4151647","True","2","2011-07-15 07:24:22"
"244","3511179","True","2","2011-07-15 07:24:36"
"245","41766","True","2","2011-07-15 07:24:45"
"246","2006933","True","3","2011-07-15 07:24:46"
"247","3439849","True","3","2011-07-15 07:24:53"
"248","5413734","True","2","2011-07-15 07:24:58"
"249","4533336","True","2","2011-07-15 07:24:58"
"250","420275","True","2","2011-07-15 07:25:06"
"251","2203009","True","2","2011-07-15 07:25:07"
"252","6362345","True","2","2011-07-15 07:25:11"
"253","6662824","True","2","2011-07-15 07:25:12"
"254","420283","True","2","2011-07-15 07:25:13"
"255","1435310","True","2","2011-07-15 07:25:14"
"256","6091535","True","3","2011-07-15 07:25:22"
"257","879793","True","2","2011-07-15 07:25:24"
"258","4095345","True","2","2011-07-15 07:25:25"
"259","41776","True","2","2011-07-15 07:25:26"
"260","4480965","True","2","2011-07-15 07:25:28"
"261","1859209","True","2","2011-07-15 07:25:35"
"262","5473587","True","2","2011-07-15 07:25:38"
"263","6091188","True","3","2011-07-15 07:25:42"
"265","197474","True","2","2011-07-15 07:26:08"
"266","2424120","True","3","2011-07-15 07:26:12"
"267","1110152","True","2","2011-07-15 07:26:13"
"268","3530259","True","3","2011-07-15 07:26:18"
"270","5272164","True","3","2011-07-15 07:26:24"
"271","999825","True","2","2011-07-15 07:26:44"
"272","5165061","True","2","2011-07-15 07:26:44"
"273","6683382","False","2","2011-07-15 07:26:55"
"274","187836","True","3","2011-07-15 07:26:57"
"275","4612642","True","3","2011-07-15 07:27:03"
"276","4644996","True","2","2011-07-15 07:27:13"
"277","2143096","True","2","2011-07-15 07:27:13"
"278","68700","True","2","2011-07-15 07:27:19"
"279","1398127","True","2","2011-07-15 07:27:21"
"280","6089478","True","2","2011-07-15 07:27:24"
"281","2052839","True","2","2011-07-15 07:27:32"
"282","38578","True","2","2011-07-15 07:27:33"
"283","5141278","False","2","2011-07-15 07:27:41"
"284","1893085","True","2","2011-07-15 07:27:51"
"285","4729641","True","2","2011-07-15 07:27:57"
"286","585836","True","3","2011-07-15 07:27:58"
"287","6702598","True","3","2011-07-15 07:28:00"
"288","6702652","True","3","2011-07-15 07:28:07"
"289","3190630","True","3","2011-07-15 07:28:09"
"290","6702869","True","2","2011-07-15 07:28:09"
"291","6689990","False","2","2011-07-15 07:28:12"
"292","4240613","True","3","2011-07-15 07:28:16"
"293","3607934","True","2","2011-07-15 07:28:21"
"294","4480930","True","2","2011-07-15 07:28:22"
"295","888869","True","2","2011-07-15 07:28:23"
"296","888840","True","2","2011-07-15 07:28:28"
"297","3533870","False","3","2011-07-15 07:28:34"
"298","4126846","False","2","2011-07-15 07:28:43"
"299","1648614","True","2","2011-07-15 07:28:50"
"301","4346848","True","2","2011-07-15 07:29:01"
"302","6446309","True","2","2011-07-15 07:29:06"
"303","3043696","False","2","2011-07-15 07:29:11"
"304","6404274","True","3","2011-07-15 07:29:14"
"305","2488634","True","2","2011-07-15 07:29:16"
"307","6703606","True","2","2011-07-15 07:29:24"
"308","4195311","True","2","2011-07-15 07:29:26"
"309","5445817","True","3","2011-07-15 07:29:36"
"310","5712800","False","2","2011-07-15 07:29:36"
"311","195632","True","2","2011-07-15 07:29:38"
"312","1653308","True","3","2011-07-15 07:29:41"
"313","1751882","True","2","2011-07-15 07:29:41"
"314","6703865","False","2","2011-07-15 07:29:43"
"315","5445853","True","3","2011-07-15 07:29:45"
"316","4861556","True","2","2011-07-15 07:29:48"
"317","474213","False","3","2011-07-15 07:29:53"
"319","5430590","True","2","2011-07-15 07:30:00"
"320","6162451","True","2","2011-07-15 07:30:07"
"321","6674148","False","2","2011-07-15 07:30:12"
"322","3699356","True","2","2011-07-15 07:30:12"
"323","1623212","True","3","2011-07-15 07:30:19"
"324","3195637","True","3","2011-07-15 07:30:22"
"325","3473301","True","3","2011-07-15 07:30:37"
"326","45535","True","2","2011-07-15 07:30:38"
"327","3882358","True","2","2011-07-15 07:30:38"
"328","4795356","True","2","2011-07-15 07:30:47"
"329","74750","True","3","2011-07-15 07:30:48"
"330","6680774","True","2","2011-07-15 07:30:53"
"331","2675226","True","2","2011-07-15 07:30:56"
"332","6703748","False","2","2011-07-15 07:30:57"
"333","6035456","True","3","2011-07-15 07:31:03"
"334","1085613","False","2","2011-07-15 07:31:18"
"335","3548875","True","3","2011-07-15 07:31:19"
"336","4150630","True","3","2011-07-15 07:31:30"
"337","986870","True","2","2011-07-15 07:31:34"
"338","6216013","False","2","2011-07-15 07:31:39"
"339","946805","True","2","2011-07-15 07:31:45"
"340","5454419","True","3","2011-07-15 07:31:49"
"341","169554","True","3","2011-07-15 07:31:51"
"343","943631","True","3","2011-07-15 07:32:19"
"344","4347349","True","2","2011-07-15 07:32:23"
"345","1519509","True","2","2011-07-15 07:32:25"
"346","4347749","True","2","2011-07-15 07:32:36"
"347","6697356","True","2","2011-07-15 07:32:39"
"348","464201","True","2","2011-07-15 07:32:41"
"349","5008788","False","2","2011-07-15 07:32:41"
"350","6405932","False","2","2011-07-15 07:32:50"
"351","446091","True","2","2011-07-15 07:32:56"
"352","6405946","False","2","2011-07-15 07:32:57"
"353","6703733","False","3","2011-07-15 07:33:01"
"354","4372190","True","2","2011-07-15 07:33:05"
"355","2374943","True","2","2011-07-15 07:33:08"
"356","2617480","True","2","2011-07-15 07:33:11"
"357","5164868","True","2","2011-07-15 07:33:12"
"358","6703876","False","2","2011-07-15 07:33:15"
"359","481418","True","2","2011-07-15 07:33:16"
"360","4183112","True","2","2011-07-15 07:33:18"
"361","5881463","True","3","2011-07-15 07:33:36"
"362","46663","True","2","2011-07-15 07:33:47"
"363","4445244","True","2","2011-07-15 07:33:54"
"364","1692089","True","2","2011-07-15 07:33:56"
"365","3833942","False","2","2011-07-15 07:33:59"
"366","4916199","True","2","2011-07-15 07:34:03"
"367","3364506","True","2","2011-07-15 07:34:06"
"368","2723190","True","2","2011-07-15 07:34:09"
"369","2723140","True","2","2011-07-15 07:34:18"
"370","4975916","True","2","2011-07-15 07:34:23"
"372","4975863","True","2","2011-07-15 07:34:27"
"373","936290","True","2","2011-07-15 07:34:36"
"374","936325","True","2","2011-07-15 07:34:42"
"375","1347464","True","2","2011-07-15 07:34:52"
"376","1325069","True","3","2011-07-15 07:35:01"
"377","5898652","True","2","2011-07-15 07:35:16"
"378","3952629","False","2","2011-07-15 07:35:16"
"379","3449350","True","2","2011-07-15 07:35:25"
"380","38578","True","2","2011-07-15 07:35:27"
"381","237082","False","2","2011-07-15 07:35:47"
"382","1914522","True","2","2011-07-15 07:35:57"
"383","51574","False","2","2011-07-15 07:35:59"
"384","2325375","True","3","2011-07-15 07:36:00"
"385","2311973","True","2","2011-07-15 07:36:03"
"386","1914456","True","2","2011-07-15 07:36:03"
"388","32336","True","2","2011-07-15 07:36:15"
"389","6703475","False","2","2011-07-15 07:36:21"
"390","2918707","True","2","2011-07-15 07:36:21"
"391","6280397","False","3","2011-07-15 07:36:28"
"392","3789909","False","3","2011-07-15 07:36:52"
"393","6703514","False","3","2011-07-15 07:36:54"
"394","4437400","True","3","2011-07-15 07:36:56"
"395","6597269","False","3","2011-07-15 07:37:00"
"396","3819420","True","3","2011-07-15 07:37:05"
"397","6597357","False","2","2011-07-15 07:37:07"
"398","203330","True","2","2011-07-15 07:37:09"
"399","6682833","False","2","2011-07-15 07:37:16"
"400","558675","True","2","2011-07-15 07:37:21"
"401","1945272","True","2","2011-07-15 07:37:21"
"402","6690789","False","3","2011-07-15 07:37:22"
"403","6673949","True","2","2011-07-15 07:37:22"
"404","2811405","True","2","2011-07-15 07:37:24"
"405","3203987","True","2","2011-07-15 07:37:27"
"406","3534436","False","2","2011-07-15 07:37:33"
"407","6691629","False","2","2011-07-15 07:37:34"
"408","6690844","False","3","2011-07-15 07:37:45"
"409","378239","True","3","2011-07-15 07:37:53"
"410","378248","True","3","2011-07-15 07:37:54"
"411","4808749","True","2","2011-07-15 07:38:01"
"412","109009","True","2","2011-07-15 07:38:04"
"413","692656","True","2","2011-07-15 07:38:12"
"414","4302914","True","2","2011-07-15 07:38:14"
"415","2707104","True","2","2011-07-15 07:38:19"
"416","1743237","True","3","2011-07-15 07:38:39"
"417","5214616","True","3","2011-07-15 07:38:57"
"418","2163710","True","2","2011-07-15 07:39:20"
"419","2617499","True","2","2011-07-15 07:39:22"
"420","681262","True","2","2011-07-15 07:39:25"
"421","681294","True","2","2011-07-15 07:39:30"
"423","2138419","True","2","2011-07-15 07:39:42"
"424","386294","True","2","2011-07-15 07:39:48"
"425","999833","False","2","2011-07-15 07:39:57"
"426","649554","False","2","2011-07-15 07:39:58"
"427","32336","False","2","2011-07-15 07:40:03"
"428","1678819","False","2","2011-07-15 07:40:06"
"429","2319193","True","2","2011-07-15 07:40:19"
"430","98743","True","2","2011-07-15 07:40:32"
"431","4402766","False","2","2011-07-15 07:40:48"
"432","5662235","True","2","2011-07-15 07:40:52"
"433","1677863","False","2","2011-07-15 07:40:57"
"434","2456504","True","2","2011-07-15 07:41:05"
"435","2902699","True","2","2011-07-15 07:41:06"
"436","4747910","True","2","2011-07-15 07:41:06"
"437","4747800","True","2","2011-07-15 07:41:08"
"438","2629680","True","2","2011-07-15 07:41:12"
"439","158319","True","2","2011-07-15 07:41:12"
"440","6682061","True","2","2011-07-15 07:41:16"
"441","2268592","True","2","2011-07-15 07:41:18"
"442","6150659","True","2","2011-07-15 07:41:18"
"443","6676649","False","2","2011-07-15 07:41:30"
"444","4748041","True","2","2011-07-15 07:41:41"
"445","5577880","False","2","2011-07-15 07:41:46"
"446","5066533","True","2","2011-07-15 07:41:52"
"449","1302574","True","2","2011-07-15 07:42:03"
"450","1302567","True","2","2011-07-15 07:42:11"
"451","4379158","True","3","2011-07-15 07:42:13"
"452","4379233","True","2","2011-07-15 07:42:18"
"453","6432879","True","2","2011-07-15 07:42:24"
"454","4507301","True","2","2011-07-15 07:42:24"
"455","4379246","True","2","2011-07-15 07:42:25"
"457","3496315","True","2","2011-07-15 07:42:33"
"458","1670188","True","2","2011-07-15 07:42:37"
"459","6690781","False","3","2011-07-15 07:42:39"
"460","3149834","True","2","2011-07-15 07:42:44"
"461","1254797","True","2","2011-07-15 07:42:49"
"462","665349","True","2","2011-07-15 07:42:52"
"463","4340701","True","2","2011-07-15 07:43:03"
"464","2910280","True","2","2011-07-15 07:43:17"
"465","2132714","True","2","2011-07-15 07:43:20"
"467","4208735","True","2","2011-07-15 07:43:42"
"468","2853985","True","2","2011-07-15 07:43:55"
"469","2494507","True","2","2011-07-15 07:43:59"
"470","230625","True","3","2011-07-15 07:44:09"
"471","2070326","True","3","2011-07-15 07:44:26"
"472","5097554","True","2","2011-07-15 07:44:43"
"473","5624777","True","3","2011-07-15 07:44:52"
"474","5548768","True","3","2011-07-15 07:44:58"
"475","2423214","True","3","2011-07-15 07:44:58"
"476","6684434","False","2","2011-07-15 07:44:58"
"477","6680456","False","2","2011-07-15 07:45:04"
"479","6680504","False","2","2011-07-15 07:45:08"
"480","1546711","True","3","2011-07-15 07:45:09"
"481","5863472","True","2","2011-07-15 07:45:11"
"482","6065798","True","2","2011-07-15 07:45:22"
"483","6563960","False","2","2011-07-15 07:45:24"
"484","671270","True","2","2011-07-15 07:45:25"
"486","509016","True","2","2011-07-15 07:45:35"
"487","268424","False","2","2011-07-15 07:45:38"
"488","6699669","True","2","2011-07-15 07:45:42"
"489","6703130","False","2","2011-07-15 07:45:47"
"491","268515","False","2","2011-07-15 07:45:50"
"492","6065805","True","2","2011-07-15 07:46:05"
"493","63480","True","3","2011-07-15 07:46:06"
"494","63777","True","3","2011-07-15 07:46:10"
"495","6650789","True","2","2011-07-15 07:46:11"
"496","6703885","False","2","2011-07-15 07:46:18"
"497","292058","True","2","2011-07-15 07:46:24"
"498","2052241","True","3","2011-07-15 07:46:32"
"499","6677085","True","2","2011-07-15 07:46:49"
"500","1498064","True","2","2011-07-15 07:46:51"
"501","1497755","True","2","2011-07-15 07:46:54"
"502","5388768","True","2","2011-07-15 07:46:56"
"503","4283911","True","3","2011-07-15 07:47:00"
"504","2443232","True","3","2011-07-15 07:47:02"
"505","1966775","True","3","2011-07-15 07:47:06"
"507","1145351","True","3","2011-07-15 07:47:16"
"508","1145354","True","3","2011-07-15 07:47:19"
"509","191729","True","3","2011-07-15 07:47:23"
"510","2227643","True","3","2011-07-15 07:47:30"
"511","4678814","False","3","2011-07-15 07:47:36"
"512","2608000","True","3","2011-07-15 07:47:39"
"513","3386641","True","2","2011-07-15 07:47:41"
"514","59687","True","2","2011-07-15 07:47:47"
"515","2897046","False","2","2011-07-15 07:47:52"
"516","3218005","False","2","2011-07-15 07:47:52"
"517","2166755","True","2","2011-07-15 07:47:53"
"518","2075377","False","2","2011-07-15 07:48:03"
"519","6651067","True","3","2011-07-15 07:48:16"
"520","349804","True","2","2011-07-15 07:48:17"
"521","833836","True","2","2011-07-15 07:48:21"
"522","5291318","True","3","2011-07-15 07:48:28"
"523","217434","True","2","2011-07-15 07:48:29"
"524","6547488","False","2","2011-07-15 07:48:30"
"525","6291033","False","2","2011-07-15 07:48:40"
"526","3385672","True","3","2011-07-15 07:48:42"
"527","3386854","True","3","2011-07-15 07:48:43"
"528","5095588","True","2","2011-07-15 07:48:44"
"530","5605457","True","2","2011-07-15 07:48:46"
"531","2992105","True","2","2011-07-15 07:48:50"
"532","730572","True","2","2011-07-15 07:48:50"
"533","2994475","True","2","2011-07-15 07:48:53"
"534","2423488","True","3","2011-07-15 07:48:56"
"535","3106909","False","2","2011-07-15 07:48:56"
"536","2655302","True","2","2011-07-15 07:48:58"
"537","6181032","True","2","2011-07-15 07:49:13"
"538","896787","True","3","2011-07-15 07:49:14"
"540","6525477","False","2","2011-07-15 07:49:19"
"541","1802911","True","3","2011-07-15 07:49:21"
"542","645645","True","2","2011-07-15 07:49:22"
"543","897393","True","3","2011-07-15 07:49:24"
"544","2938322","True","2","2011-07-15 07:49:26"
"545","896777","True","3","2011-07-15 07:49:27"
"546","4287933","True","3","2011-07-15 07:49:32"
"548","2826340","True","3","2011-07-15 07:49:35"
"549","1727290","True","2","2011-07-15 07:49:36"
"550","5301251","True","3","2011-07-15 07:49:36"
"551","5306469","True","3","2011-07-15 07:49:38"
"552","1879966","True","3","2011-07-15 07:49:40"
"553","4877192","True","3","2011-07-15 07:49:42"
"554","5786356","True","3","2011-07-15 07:49:50"
"555","1749753","True","2","2011-07-15 07:49:52"
"557","5011204","True","3","2011-07-15 07:49:56"
"558","3739661","True","2","2011-07-15 07:50:10"
"559","3739853","True","2","2011-07-15 07:50:18"
"560","6700033","False","2","2011-07-15 07:50:20"
"561","6703257","False","2","2011-07-15 07:50:26"
"562","4585919","False","2","2011-07-15 07:50:27"
"563","6696932","True","2","2011-07-15 07:50:28"
"564","4952362","True","2","2011-07-15 07:50:33"
"565","6696938","True","2","2011-07-15 07:50:33"
"566","1375242","True","2","2011-07-15 07:50:34"
"567","166533","True","2","2011-07-15 07:50:43"
"568","818305","True","2","2011-07-15 07:50:46"
"569","3814821","True","3","2011-07-15 07:50:59"
"570","6526618","True","2","2011-07-15 07:51:02"
"571","3420912","False","2","2011-07-15 07:51:05"
"573","6695310","False","2","2011-07-15 07:51:09"
"574","1446289","True","3","2011-07-15 07:51:12"
"575","2620100","True","3","2011-07-15 07:51:13"
"576","5854027","True","2","2011-07-15 07:51:16"
"577","1446273","True","3","2011-07-15 07:51:21"
"578","2203366","True","2","2011-07-15 07:51:24"
"579","1756370","True","3","2011-07-15 07:51:27"
"580","26746","True","2","2011-07-15 07:51:38"
"582","4291462","False","3","2011-07-15 07:52:07"
"583","733293","True","3","2011-07-15 07:52:27"
"584","716455","True","3","2011-07-15 07:52:30"
"585","507829","True","2","2011-07-15 07:52:56"
"586","3875120","True","3","2011-07-15 07:53:23"
"588","2559743","True","2","2011-07-15 07:53:29"
"589","6380688","True","3","2011-07-15 07:53:33"
"590","4704391","True","2","2011-07-15 07:53:34"
"591","6194965","True","2","2011-07-15 07:53:35"
"592","3276854","True","2","2011-07-15 07:53:39"
"593","2069250","True","2","2011-07-15 07:53:41"
"594","1984976","True","3","2011-07-15 07:53:46"
"595","3276924","True","2","2011-07-15 07:53:47"
"596","3302387","True","2","2011-07-15 07:53:48"
"597","2190068","True","2","2011-07-15 07:53:53"
"598","6294179","True","2","2011-07-15 07:53:57"
"599","785544","True","2","2011-07-15 07:53:57"
"600","2503094","True","3","2011-07-15 07:54:14"
"601","2964113","True","2","2011-07-15 07:54:28"
"602","4753043","True","3","2011-07-15 07:54:30"
"603","4753475","True","3","2011-07-15 07:54:34"
"604","4404378","True","2","2011-07-15 07:54:40"
"605","4404325","True","3","2011-07-15 07:54:45"
"606","687453","False","2","2011-07-15 07:54:45"
"607","422758","True","3","2011-07-15 07:54:47"
"608","5538066","True","2","2011-07-15 07:54:51"
"609","6702136","False","3","2011-07-15 07:54:59"
"610","4404315","True","2","2011-07-15 07:55:02"
"611","6140720","True","3","2011-07-15 07:55:07"
"612","4929558","True","3","2011-07-15 07:55:19"
"613","4929410","True","2","2011-07-15 07:55:25"
